"ORF","Kcode","ORF_alias","contig","Bin"
"ORF5538","KO00550","ORF5538","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5539","K00970","ORF5539","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5542","K00790","ORF5542","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5543","K00790","ORF5543","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5544","K00790","ORF5544","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5546","K00010","ORF5546","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5546","KO00710","ORF5546","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5547","K00010","ORF5547","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5547","KO00710","ORF5547","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5549","K00710","ORF5549","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5549","KO00562","ORF5549","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5549","KO00010","ORF5549","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5549","KO00051","ORF5549","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5551","K00760","ORF5551","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5556","K00730","ORF5556","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5556","KO00900","ORF5556","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5556","KO00760","ORF5556","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5559","K00730","ORF5559","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5560","K00230","ORF5560","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5560","KO00983","ORF5560","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5567","K00970","ORF5567","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5569","K00860","ORF5569","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5570","K00620","ORF5570","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5570","KO00627","ORF5570","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5572","K00230","ORF5572","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5572","KO00983","ORF5572","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5573","K00860","ORF5573","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5573","KO00970","ORF5573","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5573","KO00900","ORF5573","NODE_2_length_311348_cov_275.135","Bin7"
"ORF5585","K00290","ORF5585","NODE_302_length_4637_cov_2.18421","Bin8"
"ORF5585","KO00620","ORF5585","NODE_302_length_4637_cov_2.18421","Bin8"
"ORF5591","K00630","ORF5591","NODE_303_length_4634_cov_1.90915","Bin8"
"ORF5597","K00340","ORF5597","NODE_305_length_4626_cov_2.0998","Bin8"
"ORF5609","K00740","ORF5609","NODE_307_length_4619_cov_2.13364","Bin8"
"ORF5621","K00260","ORF5621","NODE_308_length_4611_cov_241.456","Bin7"
"ORF5621","KO00270","ORF5621","NODE_308_length_4611_cov_241.456","Bin7"
"ORF5621","KO00300","ORF5621","NODE_308_length_4611_cov_241.456","Bin7"
"ORF5626","K00534","ORF5626","NODE_309_length_4551_cov_24.8505","Bin8"
"ORF5632","K00260","ORF5632","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5632","KO00270","ORF5632","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5632","KO00680","ORF5632","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5660","K00620","ORF5660","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5662","K00620","ORF5662","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5665","K00770","ORF5665","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5666","K00680","ORF5666","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5666","KO00030","ORF5666","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5666","KO00051","ORF5666","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5666","KO00710","ORF5666","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5666","KO00010","ORF5666","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5668","K00480","ORF5668","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5694","K00400","ORF5694","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5695","K00400","ORF5695","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5695","KO00540","ORF5695","NODE_30_length_102924_cov_270.65","Bin7"
"ORF5717","K00534","ORF5717","NODE_315_length_4410_cov_1.55989","Bin8"
"ORF5726","K00260","ORF5726","NODE_316_length_4385_cov_81.4995","Bin7"
"ORF5726","KO00270","ORF5726","NODE_316_length_4385_cov_81.4995","Bin7"
"ORF5726","KO00300","ORF5726","NODE_316_length_4385_cov_81.4995","Bin7"
"ORF5727","K00260","ORF5727","NODE_317_length_4367_cov_1.83986","Bin8"
"ORF5727","KO00270","ORF5727","NODE_317_length_4367_cov_1.83986","Bin8"
"ORF5727","KO00300","ORF5727","NODE_317_length_4367_cov_1.83986","Bin8"
"ORF5735","K00471","ORF5735","NODE_318_length_4356_cov_97.6684","Bin6"
"ORF5742","K00020","ORF5742","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5742","KO00480","ORF5742","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5742","KO00720","ORF5742","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5745","K00500","ORF5745","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5754","K00500","ORF5754","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5756","K00260","ORF5756","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5756","KO00270","ORF5756","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5756","KO00300","ORF5756","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5757","K00550","ORF5757","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5770","K00330","ORF5770","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5770","KO00332","ORF5770","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5778","K00860","ORF5778","NODE_31_length_94644_cov_1430.8","Bin1"
"ORF5813","K00760","ORF5813","NODE_321_length_4331_cov_2.12764","Bin8"
"ORF5818","K00230","ORF5818","NODE_322_length_4316_cov_292.193","Bin7"
"ORF5818","KO00983","ORF5818","NODE_322_length_4316_cov_292.193","Bin7"
"ORF5819","K00473","ORF5819","NODE_323_length_4314_cov_42.1345","Bin8"
"ORF5819","KO00550","ORF5819","NODE_323_length_4314_cov_42.1345","Bin8"
"ORF5825","K00030","ORF5825","NODE_325_length_4284_cov_1.82767","Bin8"
"ORF5825","KO00230","ORF5825","NODE_325_length_4284_cov_1.82767","Bin8"
"ORF5829","K00970","ORF5829","NODE_326_length_4284_cov_1.54932","Bin8"
"ORF5838","K00061","ORF5838","NODE_328_length_4260_cov_67.2713","Bin6"
"ORF5839","K00061","ORF5839","NODE_328_length_4260_cov_67.2713","Bin6"
"ORF5839","KO00780","ORF5839","NODE_328_length_4260_cov_67.2713","Bin6"
"ORF5880","K00860","ORF5880","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5882","K00860","ORF5882","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5888","K00290","ORF5888","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5897","K00051","ORF5897","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5897","KO00520","ORF5897","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5898","K00500","ORF5898","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5898","KO00520","ORF5898","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5908","K00550","ORF5908","NODE_32_length_93847_cov_1452.83","Bin1"
"ORF5918","K00230","ORF5918","NODE_331_length_4225_cov_1.77628","Bin8"
"ORF5918","KO00250","ORF5918","NODE_331_length_4225_cov_1.77628","Bin8"
"ORF5919","K00970","ORF5919","NODE_331_length_4225_cov_1.77628","Bin8"
"ORF5920","K00680","ORF5920","NODE_331_length_4225_cov_1.77628","Bin8"
"ORF5920","KO00730","ORF5920","NODE_331_length_4225_cov_1.77628","Bin8"
"ORF5925","K00760","ORF5925","NODE_333_length_4205_cov_12.163","Bin8"
"ORF5925","KO00250","ORF5925","NODE_333_length_4205_cov_12.163","Bin8"
"ORF5950","K00908","ORF5950","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5964","K00400","ORF5964","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5966","K00564","ORF5966","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5967","K00900","ORF5967","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5967","KO00240","ORF5967","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5975","K00740","ORF5975","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5976","K00970","ORF5976","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5979","K00900","ORF5979","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5981","K00240","ORF5981","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5999","K00190","ORF5999","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF5999","KO00195","ORF5999","NODE_33_length_92504_cov_6.5967","Bin8"
"ORF6005","K00910","ORF6005","NODE_340_length_4060_cov_1.9646","Bin8"
"ORF6005","KO00630","ORF6005","NODE_340_length_4060_cov_1.9646","Bin8"
"ORF6005","KO00220","ORF6005","NODE_340_length_4060_cov_1.9646","Bin8"
"ORF6005","KO00250","ORF6005","NODE_340_length_4060_cov_1.9646","Bin8"
"ORF6008","K00750","ORF6008","NODE_341_length_4050_cov_1.83086","Bin8"
"ORF6008","KO00471","ORF6008","NODE_341_length_4050_cov_1.83086","Bin8"
"ORF6008","KO00220","ORF6008","NODE_341_length_4050_cov_1.83086","Bin8"
"ORF6008","KO00250","ORF6008","NODE_341_length_4050_cov_1.83086","Bin8"
"ORF6013","K00790","ORF6013","NODE_342_length_4047_cov_1.95542","Bin8"
"ORF6029","K00564","ORF6029","NODE_346_length_4015_cov_1.83545","Bin8"
"ORF6035","K00680","ORF6035","NODE_347_length_4003_cov_2.13118","Bin8"
"ORF6036","K00680","ORF6036","NODE_348_length_3999_cov_1.88271","Bin8"
"ORF6044","K00790","ORF6044","NODE_349_length_3997_cov_1.97347","Bin8"
"ORF6049","K00500","ORF6049","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6051","K00052","ORF6051","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6051","KO00520","ORF6051","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6056","K00520","ORF6056","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6056","KO00052","ORF6056","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6056","KO00500","ORF6056","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6056","KO00561","ORF6056","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6056","KO00040","ORF6056","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6070","K00190","ORF6070","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6070","KO00195","ORF6070","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6079","K04658","ORF6079","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6079","KO04660","ORF6079","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6079","KO05235","ORF6079","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6091","K00600","ORF6091","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6091","KO00511","ORF6091","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6091","KO00531","ORF6091","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6091","KO00604","ORF6091","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6091","KO00052","ORF6091","NODE_34_length_88708_cov_1508.93","Bin1"
"ORF6126","K00052","ORF6126","NODE_351_length_3974_cov_9.50064","Bin8"
"ORF6126","KO00520","ORF6126","NODE_351_length_3974_cov_9.50064","Bin8"
"ORF6136","K00220","ORF6136","NODE_353_length_3958_cov_1.8892","Bin8"
"ORF6139","K00290","ORF6139","NODE_354_length_3954_cov_1.83647","Bin8"
"ORF6141","K00230","ORF6141","NODE_354_length_3954_cov_1.83647","Bin8"
"ORF6144","K00540","ORF6144","NODE_355_length_3943_cov_3.38567","Bin8"
"ORF6151","K00730","ORF6151","NODE_357_length_3903_cov_1.87062","Bin8"
"ORF6171","K00650","ORF6171","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6171","KO00620","ORF6171","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6171","KO00010","ORF6171","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6171","KO00020","ORF6171","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6177","K00600","ORF6177","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6179","K00052","ORF6179","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6179","KO00520","ORF6179","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6191","K00270","ORF6191","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6191","KO00450","ORF6191","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6195","K00250","ORF6195","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6195","KO00460","ORF6195","NODE_35_length_86382_cov_1379.63","Bin4"
"ORF6265","K00520","ORF6265","NODE_365_length_3789_cov_77.7381","Bin6"
"ORF6277","K00250","ORF6277","NODE_369_length_3743_cov_3.90235","Bin8"
"ORF6277","KO00460","ORF6277","NODE_369_length_3743_cov_3.90235","Bin8"
"ORF6284","K00010","ORF6284","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6284","KO00260","ORF6284","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6284","KO00680","ORF6284","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6290","K00500","ORF6290","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6299","K00770","ORF6299","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6305","K00520","ORF6305","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6310","K00052","ORF6310","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6310","KO00030","ORF6310","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6310","KO00051","ORF6310","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6310","KO00680","ORF6310","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6310","KO00010","ORF6310","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6324","K00230","ORF6324","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6324","KO00250","ORF6324","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6325","K00230","ORF6325","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6325","KO00670","ORF6325","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6325","KO00970","ORF6325","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6326","K00230","ORF6326","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6326","KO00670","ORF6326","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6327","K00230","ORF6327","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6331","K00760","ORF6331","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6335","K00970","ORF6335","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6338","K00860","ORF6338","NODE_36_length_85238_cov_1433.46","Bin1"
"ORF6341","K00680","ORF6341","NODE_370_length_3727_cov_1.90603","Bin8"
"ORF6343","K00780","ORF6343","NODE_370_length_3727_cov_1.90603","Bin8"
"ORF6355","K00680","ORF6355","NODE_374_length_3684_cov_2.06099","Bin8"
"ORF6379","K00500","ORF6379","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6390","K00052","ORF6390","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6390","KO00520","ORF6390","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6399","K00240","ORF6399","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6399","KO00983","ORF6399","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6401","K00240","ORF6401","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6401","KO00250","ORF6401","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6402","K00240","ORF6402","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","K00680","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","KO00620","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","KO00640","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","KO00650","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","KO00720","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6403","KO00430","ORF6403","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6404","K00500","ORF6404","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6405","K00052","ORF6405","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6405","KO00520","ORF6405","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6407","K00500","ORF6407","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6408","K00500","ORF6408","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6408","KO00030","ORF6408","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6408","KO00051","ORF6408","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6408","KO00520","ORF6408","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6408","KO00010","ORF6408","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6410","K00480","ORF6410","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6410","KO00410","ORF6410","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6410","KO00270","ORF6410","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6410","KO00330","ORF6410","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6417","K00780","ORF6417","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6422","K00910","ORF6422","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6422","KO00630","ORF6422","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6422","KO00220","ORF6422","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6422","KO00250","ORF6422","NODE_37_length_84948_cov_1385.58","Bin2"
"ORF6456","K00270","ORF6456","NODE_385_length_3524_cov_32.4706","Bin8"
"ORF6459","K00051","ORF6459","NODE_387_length_3514_cov_1244.59","Bin2"
"ORF6459","KO00520","ORF6459","NODE_387_length_3514_cov_1244.59","Bin2"
"ORF6476","K00561","ORF6476","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6476","KO00564","ORF6476","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6491","K00030","ORF6491","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6491","KO00520","ORF6491","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6491","KO00190","ORF6491","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6491","KO00195","ORF6491","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6493","K00240","ORF6493","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6497","K00473","ORF6497","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6497","KO00550","ORF6497","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6499","K00770","ORF6499","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6500","K00970","ORF6500","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6501","K00970","ORF6501","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6504","K00520","ORF6504","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6504","KO00500","ORF6504","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6504","KO00010","ORF6504","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6504","KO00030","ORF6504","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6506","K00240","ORF6506","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6506","KO00983","ORF6506","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6509","K00260","ORF6509","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6510","K00760","ORF6510","NODE_38_length_79330_cov_296.632","Bin7"
"ORF6522","K00480","ORF6522","NODE_391_length_3433_cov_1.56049","Bin8"
"ORF6526","K00910","ORF6526","NODE_392_length_3425_cov_2.04898","Bin8"
"ORF6526","KO00720","ORF6526","NODE_392_length_3425_cov_2.04898","Bin8"
"ORF6526","KO00633","ORF6526","NODE_392_length_3425_cov_2.04898","Bin8"
"ORF6526","KO00680","ORF6526","NODE_392_length_3425_cov_2.04898","Bin8"
"ORF6527","K00720","ORF6527","NODE_392_length_3425_cov_2.04898","Bin8"
"ORF6532","K00564","ORF6532","NODE_394_length_3403_cov_1.87823","Bin8"
"ORF6536","K00564","ORF6536","NODE_395_length_3400_cov_2.07373","Bin8"
"ORF6551","K00640","ORF6551","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6551","KO00620","ORF6551","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6551","KO00010","ORF6551","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6551","KO00270","ORF6551","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6560","K00680","ORF6560","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6560","KO00620","ORF6560","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6560","KO00640","ORF6560","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6560","KO00720","ORF6560","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6560","KO00430","ORF6560","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6561","K00680","ORF6561","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6561","KO00620","ORF6561","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6561","KO00640","ORF6561","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6561","KO00720","ORF6561","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6561","KO00430","ORF6561","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6575","K00760","ORF6575","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6576","K00970","ORF6576","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6586","K00550","ORF6586","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6605","K00680","ORF6605","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6605","KO00030","ORF6605","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6605","KO00051","ORF6605","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6605","KO00710","ORF6605","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6605","KO00010","ORF6605","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6609","K00750","ORF6609","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6609","KO00680","ORF6609","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6609","KO00260","ORF6609","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6609","KO00270","ORF6609","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6612","K00010","ORF6612","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6612","KO00052","ORF6612","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6612","KO00680","ORF6612","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6612","KO00030","ORF6612","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6612","KO00051","ORF6612","NODE_39_length_76283_cov_1404.02","Bin1"
"ORF6631","K00780","ORF6631","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6638","K00860","ORF6638","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6638","KO00970","ORF6638","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6640","K00230","ORF6640","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6640","KO00240","ORF6640","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6661","K00500","ORF6661","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6663","K00500","ORF6663","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6668","K00270","ORF6668","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","K00400","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","KO00340","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","KO00350","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","KO00360","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","KO00401","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6679","KO00960","ORF6679","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6682","K00500","ORF6682","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6687","K00730","ORF6687","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6687","KO00780","ORF6687","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6688","K00730","ORF6688","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6700","K04658","ORF6700","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6700","KO04660","ORF6700","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6700","KO05235","ORF6700","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6706","K00500","ORF6706","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6707","K00030","ORF6707","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6707","KO00730","ORF6707","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6707","KO00040","ORF6707","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6707","KO00710","ORF6707","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6710","K00670","ORF6710","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6710","KO00970","ORF6710","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6724","K00230","ORF6724","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6724","KO00250","ORF6724","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6731","K00770","ORF6731","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6738","K00400","ORF6738","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6739","K00400","ORF6739","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6746","K00340","ORF6746","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6747","K00970","ORF6747","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6748","K00730","ORF6748","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6753","K00230","ORF6753","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6753","KO00240","ORF6753","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6753","KO00983","ORF6753","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6754","K00270","ORF6754","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6754","KO00330","ORF6754","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6756","K00900","ORF6756","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6756","KO00564","ORF6756","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6756","KO00240","ORF6756","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6756","KO00561","ORF6756","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6757","K00400","ORF6757","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6776","K00330","ORF6776","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6777","K00480","ORF6777","NODE_3_length_234240_cov_1366.17","Bin1"
"ORF6777","KO00410","ORF6777","NODE_3_length_234240_cov_1366.17","Bin1"
