target_id	t2A__length	t2A__eff_length	t2A__est_counts	t2A__tpm	t2B__length	t2B__eff_length	t2B__est_counts	t2B__tpm	t2C__length	t2C__eff_length	t2C__est_counts	t2C__tpm	t4A__length	t4A__eff_length	t4A__est_counts	t4A__tpm	t4B__length	t4B__eff_length	t4B__est_counts	t4B__tpm	t4C__length	t4C__eff_length	t4C__est_counts	t4C__tpm	t6A__length	t6A__eff_length	t6A__est_counts	t6A__tpm	t6B__length	t6B__eff_length	t6B__est_counts	t6B__tpm	t6C__length	t6C__eff_length	t6C__est_counts	t6C__tpm
NODE_35_length_86382_cov_1379.63_18036_22327_-	4275	4706.88	89.5	2.05422	4275	4681.35	178.5	9.29703	4275	4558.47	184.5	16.8876	4275	4945.34	124	4.93864	4275	4929.66	261	9.28552	4275	4928.95	193	7.28513	4275	4566.76	278.5	23.4101	4275	4745.89	116	8.93027	4275	4727.29	123.5	12.4091
NODE_35_length_86382_cov_1379.63_1968_2576_+	606	358.918	5	1.50498	606	362.527	3	2.01771	606	354.824	6	7.05553	606	374.889	63	33.0995	606	366.146	106	50.7732	606	370.085	77	38.71	606	351.877	289	315.278	606	371.933	233	228.884	606	371.896	220	280.988
NODE_35_length_86382_cov_1379.63_1_306_+	303	117.368	0	0	303	124.905	1	1.95208	303	127.467	0	0	303	128.542	1	1.53227	303	125.518	2	2.79451	303	119.691	0	0	303	116.321	2	6.60021	303	121.289	0	0	303	123.133	1	3.85754
NODE_35_length_86382_cov_1379.63_22395_22994_-	597	381.909	0	0	597	463.506	0.5	0.263022	597	444.058	0.5	0.46981	597	471.011	0.5	0.209084	597	391.912	0	0	597	470.321	0.5	0.197792	597	380.752	0	0	597	434.285	1.5	1.26195	597	447.549	0.5	0.530659
NODE_35_length_86382_cov_1379.63_23004_23555_-	549	324.429	10	3.32994	549	337.364	18.5	13.3706	549	313.613	27	35.9221	549	328.388	16	9.59656	549	327.452	25.5	13.6576	549	338.256	8	4.40027	549	329.585	15	17.4707	549	348.84	10.5	10.9973	549	344.776	10	13.7768
NODE_35_length_86382_cov_1379.63_23640_26508_-	2859	2956.99	56	2.04595	2859	2939.02	106.5	8.83536	2859	2828.24	179	26.4076	2859	3134.58	85.5	5.3724	2859	3109.29	139	7.84037	2859	3124.11	107.5	6.40201	2859	2936.44	74.5	9.73915	2859	3041.86	47.5	5.70531	2859	3016.87	45.5	7.16377
NODE_35_length_86382_cov_1379.63_26543_27793_-	1248	1078.68	14	1.40214	1248	1069.48	20.5	4.67367	1248	1025.88	15.5	6.30416	1248	1131.9	23	4.00222	1248	1127.02	32.5	5.05746	1248	1130.74	39	6.41705	1248	1057.68	25.5	9.25487	1248	1099.1	17	5.65112	1248	1088.34	27.5	12.002
NODE_35_length_86382_cov_1379.63_2730_2958_-	222	64.3512	0	0	222	67.3278	0	0	222	68.9798	0	0	222	69.2419	0	0	222	68.0627	0	0	222	64.0958	0	0	222	61.366	0	0	222	63.7831	0	0	222	64.7075	0	0
NODE_35_length_86382_cov_1379.63_27840_29859_-	2013	2230.16	25	1.21104	2013	2204.95	47.5	5.25258	2013	2145.59	42	8.16759	2013	2328.45	68	5.75209	2013	2318.3	159	12.0284	2013	2336.67	106.5	8.47981	2013	2226.84	269	46.3712	2013	2303.98	126.5	20.0603	2013	2291.31	119.5	24.7725
NODE_35_length_86382_cov_1379.63_2962_3457_+	489	276.537	0	0	489	287.043	0	0	489	293.307	0	0	489	294.768	0	0	489	287.596	0	0	489	281.433	0	0	489	276.29	0	0	489	287.137	0	0	489	508.084	2	1.86974
NODE_35_length_86382_cov_1379.63_29887_30597_-	708	504.458	5	1.07078	708	493.852	10.5	5.18405	708	506.941	6	4.9384	708	542.924	23	8.34394	708	534.231	38	12.4749	708	523.155	25.5	9.06867	708	488.56	56.5	44.3932	708	519.981	30	21.0794	708	527.697	24	21.6029
NODE_35_length_86382_cov_1379.63_30680_31174_-	492	339.386	32	10.1862	492	344.362	21.5	15.223	492	339.414	22.5	27.6595	492	366.812	100.5	53.9642	492	369.068	217	103.118	492	365.364	187	95.2249	492	347.627	332.5	367.167	492	368.563	150.5	149.193	492	365.779	138	179.204
NODE_35_length_86382_cov_1379.63_311_598_-	285	104.672	0	0	285	111.32	0	0	285	113.575	0	0	285	114.594	0	0	285	111.929	0	0	285	106.419	0	0	285	103.159	0	0	285	107.474	0	0	285	109.137	0	0
NODE_35_length_86382_cov_1379.63_31200_31610_-	408	201.968	0	0	408	212.641	0	0	408	217.596	0	0	408	218.603	0	0	408	212.902	0	0	408	206.848	0	0	408	202.45	0	0	408	210.827	0	0	408	214.113	0	0
NODE_35_length_86382_cov_1379.63_31631_34166_-	2526	2310.26	0	0	2526	2320.06	0	0	2526	2327.23	0	0	2526	2328.58	0	0	2526	2320.17	0	0	2526	2314.3	0	0	2526	2308.41	0	0	2526	2321.18	0	0	2526	2325.57	0	0
NODE_35_length_86382_cov_1379.63_34329_34627_+	294	110.864	17.5	17.0531	294	117.969	37	76.4737	294	120.434	46.5	161.1	294	121.652	28	45.3337	294	118.666	49.5	73.1578	294	113.004	19	31.282	294	109.543	32	112.137	294	114.312	37.5	119.857	294	116.077	36.5	149.36
NODE_35_length_86382_cov_1379.63_34674_36028_+	1350	1325.37	460	37.4952	1350	1340.41	1121	203.913	1350	1259.53	1201.5	398.021	1350	1320.92	283	42.1982	1350	1348.82	606.5	78.8603	1350	1358.72	547.5	74.9702	1350	1260.34	461.5	140.562	1350	1288.44	238	67.4898	1350	1284.9	221.5	81.8823
NODE_35_length_86382_cov_1379.63_3509_3610_+	99	1	0	0	99	1.032	0	0	99	1.3399	0	0	99	1.62874	0	0	99	1.38922	0	0	99	1.82857	0	0	99	1.07627	0	0	99	1.44444	0	0	99	1.85965	0	0
NODE_35_length_86382_cov_1379.63_36041_36704_+	660	506.038	753.5	160.863	660	508.384	918	440.279	660	495.034	1371	1155.56	660	539.032	272	99.3886	660	528.383	459.5	152.517	660	527.854	451.5	159.139	660	467.019	530	435.64	660	496.473	216	158.958	660	501.943	260.5	246.513
NODE_35_length_86382_cov_1379.63_3661_5251_-	1581	1400.52	1	0.0771375	1581	1390.04	3	0.526224	1581	1356.53	3	0.92275	1581	1432.87	39	5.36095	1581	1430.76	62	7.59987	1581	1444.64	54	6.95453	1581	1360.28	382	107.8	1581	1403.52	354	92.1527	1581	1410.71	279	93.9407
NODE_35_length_86382_cov_1379.63_36807_37982_-	1173	1075.71	266	26.7143	1173	1080.56	436	98.3814	1173	1067.16	432	168.906	1173	1140.83	82.5	14.2435	1173	1123.69	166	25.9086	1173	1117.69	147.5	24.5531	1173	1058.55	97	35.1761	1173	1090.26	47.5	15.918	1173	1092.3	47.5	20.6556
NODE_35_length_86382_cov_1379.63_38216_40902_+	2682	2649.84	262	10.6816	2682	2656.29	364.5	33.458	2682	2585.68	419	67.6132	2682	2876.35	100.5	6.88188	2682	2842.17	210.5	12.9893	2682	2847.14	181.5	11.8605	2682	2697.45	51	7.25777	2682	2802.28	37	4.82408	2682	2771.75	52	8.91118
NODE_35_length_86382_cov_1379.63_40927_41246_+	315	126.131	8.5	7.28034	315	134.248	15	27.2433	315	137.107	15	45.6483	315	138.267	11.5	16.3818	315	135.022	24.5	31.8232	315	128.972	10.5	15.147	315	125.404	8.5	26.0191	315	130.655	3	8.38921	315	132.799	4	14.3071
NODE_35_length_86382_cov_1379.63_41248_41910_-	660	356.888	6	1.81625	660	364.247	18	12.0491	660	366.522	16.5	18.7835	660	397.546	59.5	29.479	660	390.622	97	43.5509	660	391.64	53	25.1781	660	381.231	46.5	46.8221	660	403.983	55	49.7421	660	409.43	42.5	49.3055
NODE_35_length_86382_cov_1379.63_41939_43585_-	1638	1595.02	9.5	0.643448	1638	1598.25	12	1.83068	1638	1538.89	12.5	3.38919	1638	1657.26	189.5	22.5217	1638	1649.93	270.5	28.7531	1638	1654.77	171.5	19.2824	1638	1555.21	181	44.6762	1638	1604.04	188.5	42.936	1638	1616.03	171.5	50.408
NODE_35_length_86382_cov_1379.63_43747_44352_-	603	331.718	183	59.5989	603	329.411	128	94.7435	603	320.779	187	243.236	603	341.969	125	71.9955	603	340.325	95	48.9567	603	339.754	52	28.4756	603	325.82	72	84.8282	603	335.52	51	55.5362	603	333.532	48	68.3581
NODE_35_length_86382_cov_1379.63_44584_45552_-	966	780.462	1	0.138422	966	780.022	2	0.625173	966	780.323	1	0.534709	966	808.167	14	3.412	966	803.119	20	4.36749	966	801.417	12	2.78584	966	773.55	16	7.93994	966	792.882	20	9.21607	966	804.585	8	4.72285
NODE_35_length_86382_cov_1379.63_45592_45987_-	384	181.23	0	0	384	191.509	0	0	384	195.767	0	0	384	196.869	0	0	384	191.768	0	0	384	185.824	0	0	384	181.491	0	0	384	189.35	0	0	384	192.485	0	0
NODE_35_length_86382_cov_1379.63_46034_47877_+	1839	2006.95	31	1.66871	1839	2032.78	77	9.23588	1839	1922.74	102	22.1346	1839	2047.88	107	10.2911	1839	2049.37	274	23.4483	1839	2069.71	241	21.6641	1839	1937.97	116	22.9771	1839	1995.86	47	8.60384	1839	1977.37	42	10.089
NODE_35_length_86382_cov_1379.63_47880_49550_+	1665	1543.92	52	3.6386	1665	1532.98	69	10.9747	1665	1471.29	95	26.9412	1665	1619.19	77	9.36646	1665	1604.22	249	27.2219	1665	1610.64	184	21.2547	1665	1482.13	125	32.3751	1665	1556.33	50	11.738	1665	1535.91	58	17.9369
NODE_35_length_86382_cov_1379.63_49577_52587_-	3003	3144.2	19	0.65283	3003	3088.39	28	2.21057	3003	3017.54	46	6.36057	3003	3257.76	96	5.80409	3003	3220.44	230	12.5255	3003	3242.81	129	7.40119	3003	3083.09	250	31.1272	3003	3178.42	164	18.852	3003	3172.82	144	21.5577
NODE_35_length_86382_cov_1379.63_52730_55261_-	2529	1696.88	1360	86.585	2529	1657.97	1652	242.947	2529	1629.32	1980	507.051	2529	1813.99	1845	200.329	2529	1795.08	3545	346.35	2529	1798.48	2325	240.52	2529	1765.58	3080	669.651	2529	1821.68	1615	323.911	2529	1809.26	1343	352.584
NODE_35_length_86382_cov_1379.63_5486_6625_-	1137	911.452	2	0.237057	1137	918.459	4	1.06188	1137	924.255	3	1.35432	1137	995.703	6	1.18687	1137	975.21	13	2.33791	1137	975.542	6	1.1443	1137	937.026	68	27.8576	1137	984.75	32	11.8727	1137	983.141	37	17.8761
NODE_35_length_86382_cov_1379.63_55334_55444_-	108	5.19307	0	0	108	5.23542	0	0	108	5.387	0	0	108	5.33122	0	0	108	5.30313	0	0	108	5.4028	0	0	108	5.21384	0	0	108	5.17852	0	0	108	5.21236	0	0
NODE_35_length_86382_cov_1379.63_55582_56089_+	501	288.109	1	0.374972	501	205.622	1	1.18579	501	201.009	3	6.22726	501	232.017	2	1.69782	501	228.538	4	3.06962	501	216.329	1	0.860042	501	287.726	0	0	501	236.913	4	6.16871	501	234.62	3	6.07355
NODE_35_length_86382_cov_1379.63_56166_58385_-	2217	1747.48	402	24.8525	2217	1702.9	555	79.4661	2217	1669.37	628	156.964	2217	1846.4	782	83.4185	2217	1826.69	1641	157.553	2217	1818.77	1105	113.036	2217	1750.03	1405	308.188	2217	1824.89	813	162.772	2217	1821.71	631	164.527
NODE_35_length_86382_cov_1379.63_58654_59596_+	936	841.675	20	2.5671	936	849.176	38	10.911	936	824.125	39	19.7453	936	912.068	83	17.9239	936	893.469	88	17.2737	936	889.219	85	17.7846	936	850.979	168	75.7838	936	889.133	240	98.6209	936	897.228	103	54.5281
NODE_35_length_86382_cov_1379.63_59668_59850_-	180	40.4182	0	0	180	41.6556	0	0	180	42.6068	0	0	180	42.7153	0	0	180	42.6116	1	4.1158	180	40.503	0	0	180	38.0137	0	0	180	39.8224	1	9.17481	180	40.2621	0	0
NODE_35_length_86382_cov_1379.63_60012_60215_+	201	52.0054	1	2.07734	201	53.9424	1	4.52009	201	55.2813	6	45.2861	201	55.5202	24	85.1417	201	55.0624	45	143.331	201	51.91	30	107.524	201	48.9925	29	227.224	201	51.4493	45	319.564	201	51.9435	38	347.487
NODE_35_length_86382_cov_1379.63_60264_61255_+	987	586.239	1	0.184282	987	571.076	1	0.426956	987	558.692	5	3.73413	987	635.567	9	2.7891	987	628.67	17	4.74251	987	630.117	17	5.01951	987	603.788	16	10.1724	987	642.248	12	6.82657	987	638.15	17	12.6536
NODE_35_length_86382_cov_1379.63_61278_61506_-	222	64.3512	0	0	222	67.3278	0	0	222	68.9798	0	0	222	69.2419	0	0	222	68.0627	0	0	222	64.0958	0	0	222	61.366	0	0	222	63.7831	0	0	222	64.7075	0	0
NODE_35_length_86382_cov_1379.63_61571_62245_+	672	452.766	185	44.1422	672	442.295	362	199.56	672	439.963	468	443.835	672	469.754	1228	514.885	672	456.452	2039	783.438	672	466.646	1497	596.854	672	420.658	1096	1000.15	672	444.733	834	685.159	672	444.826	741	791.25
NODE_35_length_86382_cov_1379.63_62346_64954_+	2598	1691.34	26	1.66073	2598	1668.87	24	3.50645	2598	1650.93	33	8.34021	2598	1857.89	93	9.85928	2598	1832.05	209	20.0075	2598	1833.84	200	20.291	2598	1813.85	110	23.2796	2598	1895.86	91	17.5372	2598	1899.68	100	25.0038
NODE_35_length_86382_cov_1379.63_642_1202_+	558	290.171	26	9.67999	558	301.432	28	22.6489	558	308.555	31	41.92	558	341.323	166	95.7911	558	314.448	226	126.05	558	309.198	170	102.293	558	292.939	265	347.26	558	312.022	163	190.865	558	314.472	214	323.235
NODE_35_length_86382_cov_1379.63_65152_65345_+	189	45.2286	0	0	189	46.8851	0	0	189	47.9923	0	0	189	48.1532	0	0	189	47.8971	0	0	189	45.444	0	0	189	42.6912	0	0	189	44.7936	0	0	189	45.0588	0	0
NODE_35_length_86382_cov_1379.63_65444_67195_-	1749	1560.98	10	0.692082	1749	1536.3	18	2.85677	1749	1492.13	40	11.1852	1749	1645.16	93	11.1342	1749	1631.73	248	26.6554	1749	1634.72	217	24.6974	1749	1548.32	90	22.3135	1749	1591.27	57	13.0874	1749	1587.97	60	17.9472
NODE_35_length_86382_cov_1379.63_67356_68879_-	1521	1630.37	14	0.927677	1521	1642.28	28	4.15707	1521	1590.46	33	8.65731	1521	1709.35	110	12.6749	1521	1700.16	138	14.2355	1521	1711.4	86	9.34936	1521	1572.79	28	6.83397	1521	1640.38	57	12.6957	1521	1639.77	40	11.5868
NODE_35_length_86382_cov_1379.63_68943_69116_+	171	35.6936	0	0	171	36.5036	0	0	171	37.3057	0	0	171	37.4415	0	0	171	37.3717	0	0	171	35.8984	0	0	171	33.391	0	0	171	35.0071	0	0	171	35.6	0	0
NODE_35_length_86382_cov_1379.63_69519_69905_+	384	181.23	0	0	384	191.509	3	3.81953	384	195.767	4	8.52533	384	196.869	19	19.009	384	191.768	20	18.2909	384	185.824	15	15.0184	384	181.491	43	90.9493	384	189.35	44	84.9009	384	192.485	26	64.1599
NODE_35_length_86382_cov_1379.63_6982_7716_-	732	683.216	2634	416.499	732	693.766	3836	1348.16	732	666.037	4863	3046.47	732	684.016	2415	695.398	732	672.362	4777	1246.05	732	688.085	2996	810.091	732	639.901	2192	1314.96	732	651.226	1027	576.187	732	647.625	1071	785.51
NODE_35_length_86382_cov_1379.63_69908_72577_+	2664	2537.64	35	1.49003	2664	2470.03	58	5.72535	2664	2403.98	39	6.76903	2664	2625.9	81	6.07559	2664	2593.97	172	11.6291	2664	2632.4	124	8.76401	2664	2540.69	304	45.9311	2664	2581.5	189	26.7494	2664	2600.98	136	24.8364
NODE_35_length_86382_cov_1379.63_72673_72837_+	162	30.9455	0	0	162	31.6378	0	0	162	32.2202	0	0	162	32.4428	0	0	162	32.3804	0	0	162	31.1099	0	0	162	29.1282	0	0	162	30.5433	0	0	162	30.9341	0	0
NODE_35_length_86382_cov_1379.63_72991_74970_+	1977	1986.99	3	0.16311	1977	1993.31	14	1.7125	1977	1965.99	13	2.75902	1977	2139.67	15	1.38079	1977	2134.92	33	2.71091	1977	2130.38	20	1.74665	1977	1979.51	156	30.252	1977	2056.37	134	23.8083	1977	2052.95	99	22.9057
NODE_35_length_86382_cov_1379.63_75025_76524_-	1497	1453.89	25	1.85765	1497	1480.83	38	6.25686	1497	1421.36	64	18.7874	1497	1562.59	50	6.30242	1497	1557.09	84	9.46122	1497	1555.51	62	7.41574	1497	1446.31	44	11.6782	1497	1520.28	43	10.334	1497	1489.37	52	16.5839
NODE_35_length_86382_cov_1379.63_76639_76909_+	267	92.5303	0	0	267	98.1708	0	0	267	100.258	0	0	267	101.017	0	0	267	99.0109	1	1.77133	267	93.5099	0	0	267	90.5491	0	0	267	94.2666	0	0	267	95.68	0	0
NODE_35_length_86382_cov_1379.63_76919_77548_+	624	337.466	9	2.88117	624	339.811	19	13.633	624	341.413	13	15.8875	624	359.992	28	15.3196	624	359.916	23	11.2075	624	357.138	11	5.73047	624	342.912	20	22.3889	624	354.735	36	37.0785	624	357.217	33	43.8802
NODE_35_length_86382_cov_1379.63_77612_77760_+	144	21.8196	0	0	144	22.213	0	0	144	22.8805	1	18.2359	144	22.7979	0	0	144	22.8605	0	0	144	22.4271	0	0	144	20.7711	0	0	144	21.9373	0	0	144	22.2418	0	0
NODE_35_length_86382_cov_1379.63_7775_8110_+	330	137.564	253	198.688	330	146.118	472	787.616	330	149.393	547	1527.74	330	150.486	172	225.12	330	146.901	459	547.988	330	140.797	321	424.174	330	136.857	143	401.103	330	142.729	57	145.91	330	145.104	48	157.126
NODE_35_length_86382_cov_1379.63_77818_78098_+	276	98.485	0	0	276	104.547	2	4.6644	276	106.757	3	11.7251	276	107.688	3	5.487	276	105.346	2	3.32963	276	99.882	4	7.45087	276	96.7673	34	134.877	276	100.884	46	166.595	276	102.296	33	153.23
NODE_35_length_86382_cov_1379.63_78265_78397_+	129	14.7625	0	0	129	14.6696	0	0	129	15.0294	0	0	129	15.165	0	0	129	15.1551	0	0	129	15.2091	0	0	129	14.3478	0	0	129	14.818	0	0	129	15.0263	0	0
NODE_35_length_86382_cov_1379.63_78514_78648_+	132	16.0903	0	0	132	16.1804	0	0	132	16.5455	0	0	132	16.6499	0	0	132	16.5865	0	0	132	16.6275	0	0	132	15.5805	3	73.9139	132	16.1888	2	45.1378	132	16.4513	4	115.491
NODE_35_length_86382_cov_1379.63_79047_79469_+	420	224.902	79	37.9481	420	247.288	61	60.1456	420	250.381	72	119.984	420	242.086	110	89.4965	420	235.87	171	127.147	420	238.231	141	110.117	420	234.072	71	116.438	420	234.166	97	151.346	420	237.473	145	290.028
NODE_35_length_86382_cov_1379.63_79603_80400_+	795	623.299	8	1.3866	795	627.134	6	2.33275	795	586.797	9	6.39951	795	651.33	17	5.1408	795	643.797	27	7.35524	795	648.525	15	4.30327	795	592.292	6	3.88867	795	625.514	10	5.84101	795	618.657	16	12.2845
NODE_35_length_86382_cov_1379.63_80520_82278_+	1749	1817.46	71	4.22036	1749	1847.93	112	14.7778	1749	1730.64	155	37.3694	1749	1850.85	79	8.40695	1749	1857.82	141	13.3106	1749	1885.9	120	11.8385	1749	1728.81	83	18.4297	1749	1798.34	43	8.73616	1749	1774.29	61	16.3302
NODE_35_length_86382_cov_1379.63_8149_10322_-	2163	2186.42	1.80433e-08	8.91536e-10	2163	2182.06	30	3.35221	2163	2142.4	25.9937	5.06245	2163	2272.23	30.3575	2.63146	2163	2291.52	62.8547	4.81057	2163	2291.56	24.7426	2.00885	2163	2170.2	72	12.7356	2163	2238.13	64.6648	10.5562	2163	2217.83	46	9.85182
NODE_35_length_86382_cov_1379.63_82323_82682_+	357	158.703	201	136.825	357	168.391	250	361.992	357	172.145	259	627.764	357	210.134	275	257.762	357	168.89	447	464.178	357	162.619	285	326.067	357	158.902	117	282.646	357	165.632	103	227.204	357	168.28	126	355.65
NODE_35_length_86382_cov_1379.63_82959_83987_-	1026	769.418	17	2.38695	1026	761.537	17	5.44296	1026	745.825	25	13.9861	1026	844.378	22	5.13178	1026	821.893	20	4.26773	1026	823.342	13	2.93763	1026	780.608	5	2.4588	1026	832.387	8	3.51147	1026	832.898	16	9.12461
NODE_35_length_86382_cov_1379.63_84579_84980_+	399	267.184	30	12.1302	399	265.473	31	28.472	399	259.01	36	57.9932	399	286.365	10	6.87802	399	276.558	12	7.60988	399	279.155	11	7.3313	399	256.863	13	19.428	399	272.832	11	14.7306	399	269.462	13	22.9156
NODE_35_length_86382_cov_1379.63_84986_86382_+	1386	2055.16	5.53236	0.290818	1386	2059.24	1.44749	0.17139	1386	2022.37	8.34718	1.72215	1386	2167.94	2.4782	0.22515	1386	1180.17	0	0	1386	1174.3	0	0	1386	1168.41	0	0	1386	2096.04	1.77041	0.308601	1386	2099.44	1.38648	0.313686
NODE_360_length_3817_cov_2.13717_1_718_+	714	933.142	7	0.810413	714	934.071	9	2.34931	714	939.709	6	2.6641	714	975.7	2	0.403735	714	987.359	5	0.888131	714	969.593	3	0.57566	714	885.037	1	0.433735	714	509.277	0	0	714	513.732	0	0
NODE_360_length_3817_cov_2.13717_2171_2695_+	522	475.867	3	0.681071	522	490.163	19	9.45127	522	505.42	6	4.95326	522	532.052	14	5.1827	522	528.816	4	1.32659	522	506.796	9	3.30403	522	468.156	7	5.73975	522	508.975	8	5.74273	522	514.413	7	6.46357
NODE_360_length_3817_cov_2.13717_2800_3817_+	1017	801.255	0	0	1017	1774.7	1	0.137389	1017	1787.99	3	0.700081	1017	1889.5	1	0.104241	1017	1882.46	2	0.186332	1017	805.299	0	0	1017	1704.01	1	0.225275	1017	812.177	0	0	1017	1830.5	1	0.259487
NODE_360_length_3817_cov_2.13717_769_2124_-	1353	1137.26	0	0	1353	1371.83	5	0.888685	1353	1334.42	3	0.938035	1353	1419.9	2	0.277432	1353	1420.59	4	0.493825	1353	1424.51	4	0.522432	1353	1324.11	2	0.579817	1353	1377.06	3	0.795966	1353	1384.08	1	0.343181
NODE_361_length_3813_cov_2.19754_167_378_-	204	53.6831	0	0	204	55.7705	0	0	204	57.1297	0	0	204	57.376	0	0	204	56.7816	0	0	204	53.5508	0	0	204	50.5744	0	0	204	53.0598	0	0	204	53.5406	0	0
NODE_361_length_3813_cov_2.19754_1727_1837_-	108	5.19307	0	0	108	5.23542	0	0	108	5.387	0	0	108	5.33122	0	0	108	5.30313	0	0	108	5.4028	0	0	108	5.21384	0	0	108	5.17852	0	0	108	5.21236	0	0
NODE_361_length_3813_cov_2.19754_1860_2168_-	300	115.184	0	0	300	122.598	0	0	300	125.084	0	0	300	126.217	0	0	300	123.247	0	0	300	117.37	0	0	300	114.079	0	0	300	118.926	0	0	300	120.834	0	0
NODE_361_length_3813_cov_2.19754_1_96_-	96	97	0	0	96	97	0	0	96	64	0	0	96	95	0	0	96	27.5	0	0	96	68	0	0	96	97	0	0	96	41	0	0	96	90	0	0
NODE_361_length_3813_cov_2.19754_2185_2658_-	462	251.124	0	0	462	261.855	0	0	462	267.671	0	0	462	268.91	0	0	462	262.402	0	0	462	256.16	0	0	462	251.152	0	0	462	261.149	0	0	462	264.855	0	0
NODE_361_length_3813_cov_2.19754_3120_3215_+	93	94	0	0	93	94	0	0	93	61	0	0	93	92	0	0	93	50	0	0	93	65	0	0	93	94	0	0	93	38	0	0	93	87	0	0
NODE_361_length_3813_cov_2.19754_3345_3813_-	462	251.124	0	0	462	352.306	3	2.07624	462	267.671	0	0	462	268.91	0	0	462	262.402	0	0	462	370.035	2	1.00559	462	251.152	0	0	462	374.639	3	2.92572	462	264.855	0	0
NODE_361_length_3813_cov_2.19754_548_1705_-	1137	921.255	0	0	1137	931.06	0	0	1137	938.231	0	0	1137	939.575	0	0	1137	931.171	0	0	1137	925.299	0	0	1137	919.408	0	0	1137	932.177	0	0	1137	936.568	0	0
NODE_362_length_3802_cov_2.1957_1494_2113_-	612	518.523	5	1.04174	612	537.295	3	1.3614	612	531.875	2	1.56896	612	583.105	2	0.675563	612	406.753	0	0	612	560.636	3	0.995577	612	521.305	2	1.47273	612	407.603	0	0	612	554.632	1	0.856408
NODE_362_length_3802_cov_2.1957_1_719_-	714	616.776	2	0.350315	714	663.291	7	2.57318	714	660.109	2	1.26417	714	710.379	4	1.10905	714	689.877	3	0.762662	714	673.114	5	1.38202	714	585.933	1	0.655146	714	687.573	3	1.59414	714	688.965	4	2.75771
NODE_362_length_3802_cov_2.1957_2137_3212_-	1068	940.348	6	0.689317	1068	948.29	11	2.82832	1068	962.662	5	2.16715	1068	1051.51	4	0.749251	1068	1041.45	8	1.3472	1068	1024.23	4	0.726601	1068	981.803	5	1.95493	1068	1042.08	2	0.701216	1068	1058.56	3	1.34614
NODE_362_length_3802_cov_2.1957_3299_3802_+	501	400.666	1	0.269633	501	405.807	1	0.600838	501	421.551	2	1.97957	501	493.175	1	0.399376	501	452.516	3	1.16271	501	434.084	1	0.428608	501	287.726	0	0	501	441.759	1	0.827065	501	302.555	0	0
NODE_362_length_3802_cov_2.1957_845_1484_-	633	522.338	5	1.03413	633	515.46	8	3.78418	633	499.642	7	5.84562	633	549.594	5	1.79189	633	538.975	4	1.30159	633	545.525	1	0.341051	633	506.728	1	0.75755	633	528.076	2	1.38375	633	535.703	3	2.66001
NODE_363_length_3798_cov_2.21258_1452_2275_+	819	603.287	0	0	819	981.96	7	1.73813	819	994.026	2	0.839506	819	1033.09	1	0.190653	819	1032.02	3	0.509818	819	1013.84	1	0.183513	819	958.361	2	0.8011	819	1007.33	1	0.362704	819	618.589	0	0
NODE_363_length_3798_cov_2.21258_1_440_+	435	226.502	0	0	435	236.96	0	0	435	244.742	2	3.40968	435	243.595	0	0	435	237.431	0	0	435	246.337	3	2.26582	435	235.618	3	4.88763	435	257.211	1	1.42048	435	260.694	1	1.82203
NODE_363_length_3798_cov_2.21258_2413_3798_+	1383	1502.6	59	4.24195	1383	1472.63	142	23.511	1383	1446.83	66	19.0335	1383	1587.26	54	6.70082	1383	1556.26	60	6.76164	1383	1561.88	75	8.93404	1383	1520.9	33	8.3291	1383	1568.88	26	6.05493	1383	1566.97	42	12.7314
NODE_363_length_3798_cov_2.21258_493_1428_+	933	1114.29	9	0.872567	933	1140.03	7	1.49712	933	1115.75	16	5.98336	933	1244.58	7	1.10779	933	1232.44	5	0.711518	933	1217.38	16	2.44529	933	1126.34	13	4.43056	933	1201.75	8	2.43221	933	1199.9	9	3.56273
NODE_364_length_3798_cov_19.9559_1_460_-	459	248.34	0	0	459	259.102	0	0	459	264.833	0	0	459	266.063	0	0	459	259.667	0	0	459	253.458	0	0	459	248.407	0	0	459	258.289	0	0	459	262.042	0	0
NODE_364_length_3798_cov_19.9559_3345_3510_+	162	30.9455	0	0	162	31.6378	0	0	162	32.2202	0	0	162	32.4428	0	0	162	32.3804	0	0	162	31.1099	0	0	162	29.1282	0	0	162	30.5433	0	0	162	30.9341	0	0
NODE_364_length_3798_cov_19.9559_484_3295_+	2805	2589.26	0	0	2805	2599.06	0	0	2805	2606.23	0	0	2805	2607.58	0	0	2805	2599.17	0	0	2805	2593.3	0	0	2805	2587.41	0	0	2805	2600.18	0	0	2805	2604.57	0	0
NODE_365_length_3789_cov_77.7381_1160_2104_+	942	726.255	0	0	942	736.06	0	0	942	743.231	0	0	942	744.575	0	0	942	906.466	1.00078	0.193629	942	899.259	1	0.206895	942	839.291	2.00472	0.916911	942	737.177	0	0	942	741.568	0	0
NODE_365_length_3789_cov_77.7381_1_1058_+	1053	1121.69	15	1.44469	1053	1110.19	28	6.14948	1053	1069.19	22	8.58539	1053	1231.32	18	2.87928	1053	1209.43	39	5.65544	1053	1182.64	32	5.03422	1053	1091.06	49	17.2398	1053	1146.87	27	8.60149	1053	1132.77	33	13.8376
